Line,Smell,Cause,Number of Conditions,Threshold,File
829,complex conditional,long if,6,3,../input_projects/multi_projects/zulip/web/src/compose_ui.js
857,complex conditional,long if,5,3,../input_projects/multi_projects/zulip/web/src/compose_ui.js
923,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/compose_ui.js
815,complex conditional,long switch,29,3,../input_projects/multi_projects/zulip/web/src/compose_ui.js
56,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/message_fetch.js
85,complex conditional,long if,5,3,../input_projects/multi_projects/zulip/web/src/message_fetch.js
193,complex conditional,long if,6,3,../input_projects/multi_projects/zulip/web/src/message_fetch.js
244,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/message_fetch.js
29,complex conditional,long if,6,3,../input_projects/multi_projects/zulip/web/src/scheduled_messages_feed_ui.js
440,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/inbox_ui.js
454,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/inbox_ui.js
570,complex conditional,long if,5,3,../input_projects/multi_projects/zulip/web/src/inbox_ui.js
789,complex conditional,long if,8,3,../input_projects/multi_projects/zulip/web/src/inbox_ui.js
882,complex conditional,long if,30,3,../input_projects/multi_projects/zulip/web/src/inbox_ui.js
992,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/inbox_ui.js
1026,complex conditional,long if,6,3,../input_projects/multi_projects/zulip/web/src/inbox_ui.js
892,complex conditional,long switch,8,3,../input_projects/multi_projects/zulip/web/src/inbox_ui.js
917,complex conditional,long switch,5,3,../input_projects/multi_projects/zulip/web/src/inbox_ui.js
934,complex conditional,long switch,13,3,../input_projects/multi_projects/zulip/web/src/inbox_ui.js
111,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/user_card_popover.js
296,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/user_card_popover.js
343,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/stream_create.js
187,complex conditional,long switch,4,3,../input_projects/multi_projects/zulip/web/src/stream_create.js
