Line,Smell,Cause,Number of Conditions,Threshold,File
173,complex conditional,long if,5,3,../input_projects/java_projects/maven-3-9-6/maven-slf4j-provider/target/generated-sources/slf4j-simple/org/slf4j/impl/SimpleLoggerConfiguration.java
100,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-slf4j-provider/src/main/java/org/slf4j/impl/MavenSimpleLogger.java
38,complex conditional,long switch,6,3,../input_projects/java_projects/maven-3-9-6/maven-slf4j-provider/src/main/java/org/slf4j/impl/MavenSimpleLogger.java
171,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-embedder/src/main/java/org/apache/maven/cli/CLIReportingUtils.java
29,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-embedder/src/main/java/org/apache/maven/cli/ResolveFile.java
130,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-embedder/src/main/java/org/apache/maven/cli/internal/BootstrapCoreExtensionManager.java
110,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-embedder/src/main/java/org/apache/maven/cli/transfer/AbstractMavenTransferListener.java
49,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-embedder/src/main/java/org/apache/maven/cli/CleanArgument.java
187,complex conditional,long if,6,3,../input_projects/java_projects/maven-3-9-6/maven-embedder/src/main/java/org/apache/maven/cli/event/ExecutionEventLogger.java
256,complex conditional,long if,5,3,../input_projects/java_projects/maven-3-9-6/maven-embedder/src/main/java/org/apache/maven/cli/event/ExecutionEventLogger.java
329,complex conditional,long if,5,3,../input_projects/java_projects/maven-3-9-6/maven-embedder/src/main/java/org/apache/maven/cli/MavenCli.java
503,complex conditional,long if,5,3,../input_projects/java_projects/maven-3-9-6/maven-embedder/src/main/java/org/apache/maven/cli/MavenCli.java
839,complex conditional,long if,10,3,../input_projects/java_projects/maven-3-9-6/maven-embedder/src/main/java/org/apache/maven/cli/MavenCli.java
912,complex conditional,long if,8,3,../input_projects/java_projects/maven-3-9-6/maven-embedder/src/main/java/org/apache/maven/cli/MavenCli.java
1079,complex conditional,long if,6,3,../input_projects/java_projects/maven-3-9-6/maven-embedder/src/main/java/org/apache/maven/cli/MavenCli.java
1240,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-embedder/src/main/java/org/apache/maven/cli/MavenCli.java
1276,complex conditional,long if,5,3,../input_projects/java_projects/maven-3-9-6/maven-embedder/src/main/java/org/apache/maven/cli/MavenCli.java
1337,complex conditional,long if,5,3,../input_projects/java_projects/maven-3-9-6/maven-embedder/src/main/java/org/apache/maven/cli/MavenCli.java
1360,complex conditional,long if,5,3,../input_projects/java_projects/maven-3-9-6/maven-embedder/src/main/java/org/apache/maven/cli/MavenCli.java
1388,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-embedder/src/main/java/org/apache/maven/cli/MavenCli.java
1443,complex conditional,long if,6,3,../input_projects/java_projects/maven-3-9-6/maven-embedder/src/main/java/org/apache/maven/cli/MavenCli.java
1497,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-embedder/src/main/java/org/apache/maven/cli/MavenCli.java
